hip,hr,ra_deg,dec_deg,mag,name,common_name_zh
8320,524,26.819701,-41.759616,6.18,,
8347,,26.911997,-20.845461,6.55,,
8366,550,26.940831,-80.176681,6.05,,
8369,528,26.949042,-37.159354,6.33,,
8370,518,26.950176,46.229394,6.33,,
8387,522,27.045942,16.95534,5.86,,
8423,521,27.163092,37.952697,5.94,,
8433,523,27.171915,32.69211,5.78,,
8475,526,27.314574,47.896852,6.01,,
8480,532,27.331559,-31.072569,6.35,,
8490,,27.363167,26.472551,6.9,,
8544,530,27.535614,22.275291,5.83,,
8552,537,27.585191,-47.816081,6.14,,
8588,534,27.716102,11.0432,5.92,,右更增三
8593,541,27.726333,-50.206166,5.94,,
8598,529,27.738457,51.932681,5.96,,
8641,,27.859952,-39.836091,6.44,,
8645,539,27.865393,-10.335281,3.74,Baten Kaitos,天仓四
8664,,27.907526,-6.874202,6.42,,
8672,,27.916931,-13.233831,6.95,,
8688,,27.942166,-15.647472,6.44,,
8704,533,27.997307,55.147333,5.53,,大陵增四
8714,536,28.039231,50.79261,5.7,,天大将军增十六
8718,,28.043071,24.117427,6.74,,
8778,547,28.217414,-16.929582,5.78,,
8796,544,28.270537,29.577335,3.42,Mothallah,娄宿增六
8814,543,28.322189,40.729764,5.42,,天大将军增十一
8820,554,28.347606,-38.594445,6.09,,
8832,546,28.383097,19.293218,3.88,Mesarthim,娄宿二
8833,549,28.389111,3.187689,4.61,,外屏六
8837,555,28.41057,-46.303253,4.39,,
8882,558,28.591508,-42.49713,5.12,,
8883,,28.592348,8.781063,6.6,,
8886,542,28.599317,63.669985,3.35,Segin,阁道二
8903,553,28.660696,20.80734,2.64,Sheratan,娄宿一
8928,570,28.735159,-67.646836,4.68,,蛇腹四
8929,,28.7349,56.582465,6.82,,
8936,,28.768101,-24.889621,6.92,,
8957,,28.831246,-60.312742,6.43,,
8991,593,28.963875,-78.348212,6.15,,
8998,560,28.975312,1.851199,6.01,,
9007,566,28.996475,-51.607079,3.69,,天园二
9009,548,29.000351,68.685181,4.97,,华盖七
9021,557,29.040486,37.251896,5.69,,天大将军八
9052,,29.160345,-81.499094,6.93,,
9061,565,29.167923,-22.526978,4.92,,𫓧锧五
9094,,29.287636,-10.243981,6.42,,
9095,574,29.29296,-47.385223,4.82,,
9110,563,29.337957,17.81738,5.09,,娄宿增一
9112,,29.351317,-36.057272,6.98,,
9132,564,29.432364,27.804005,5.84,,
9149,584,29.471853,-65.424743,6.36,,
9153,569,29.481518,23.595969,4.79,,娄宿增五
9158,562,29.484902,41.694524,6.77,,
9163,,29.496886,47.095476,6.48,,
9165,,29.497774,-2.059424,6.52,,天囷增二
9171,,29.515399,31.134085,6.94,,
9188,,29.577697,59.625817,6.65,,
9207,576,29.611206,-33.066916,6.37,,
9220,561,29.63865,61.697713,6.02,,
9222,568,29.639667,49.204614,5.7,,天大将军增十五
9236,591,29.695996,-61.569688,2.86,,蛇首一
9237,,29.692127,-11.30152,6.46,,
9285,,29.832094,-26.432154,6.79,,
9295,578,29.857906,12.294662,6.09,,
9296,,29.857789,-40.727387,6.93,,
9300,,29.879492,-13.872399,6.8,,
9307,577,29.899645,21.058477,5.89,,
9312,567,29.909026,64.621506,5.29,,
9313,588,29.911294,-42.031171,5.57,,
9318,600,29.921904,-66.066521,6.09,,
9343,,29.993751,6.035368,6.75,,
9347,585,30.002193,-21.077988,3.99,,𫓧锧四
9358,,30.061462,-3.368396,6.89,,
9359,,30.062808,44.419777,6.87,,
9362,,30.071161,-55.012765,6.51,,
9372,587,30.112323,-8.523997,5.43,,
9459,602,30.426283,-44.71382,5.15,,
9469,,30.45957,-63.622392,6.88,,
9470,,30.460062,15.067098,6.54,,
9472,,30.46806,-74.445831,6.8,,
9480,575,30.488322,70.906953,4.49,,杠七
9487,595,30.511964,2.763757,3.82,Alrescha,外屏七
9493,,30.533626,28.400181,6.57,,
9505,590,30.575823,54.48752,4.99,,大陵增五
9533,601,30.646157,13.476684,5.97,,
9540,,30.656939,-70.419305,6.89,,
9562,,30.715289,-23.886833,6.3,,
9563,,30.718246,-2.378003,6.91,,
9569,,30.739939,11.018746,6.53,,
9570,599,30.74136,33.284092,5.5,,天大将军增五
9572,608,30.744208,-15.305885,5.87,,
9586,579,30.792917,73.85058,6.12,,
9589,607,30.799027,0.128646,5.42,,天囷增四
9598,580,30.857842,72.421438,3.95,,杠五
9621,605,30.914826,25.935531,5.64,,娄宿增七
9622,611,30.918743,-4.103917,5.61,,
9627,609,30.927476,18.253105,6.24,,
9631,610,30.951241,-0.340526,5.96,,天囷增三
9640,603,30.975178,42.329401,2.1,Almach,天大将军一
9655,,31.052311,-11.85979,6.43,,
9656,,31.055139,51.967672,6.66,,
9677,612,31.122751,-29.296765,4.68,,
9685,,31.147169,-54.881847,6.45,,
9706,,31.212732,7.735662,6.44,,
9723,,31.266663,55.621984,6.53,,
9727,581,31.284954,77.281036,5.27,,五帝内座二
9754,,31.361886,50.643059,6.99,,
9763,592,31.381127,76.114931,5.22,,杠三
9858,,31.704748,29.269365,6.75,,
9862,,31.717889,-19.1391,6.39,,
9875,,31.760947,-8.606498,6.64,,
9884,617,31.794691,23.461491,2.01,Hamal,娄宿三
9951,,32.023547,-41.880493,6.5,,
9966,,32.0827,-10.041295,6.98,,
9977,620,32.123165,37.858799,4.78,,天大将军增九
9981,,32.132536,-6.677931,6.51,,
9990,618,32.169071,58.423587,5.66,,
9999,625,32.19018,-17.77929,6.07,,
10035,632,32.288292,-43.516925,5.84,,
10047,,32.342534,5.986437,6.97,,
10050,624,32.347202,17.223007,6.4,,
10053,623,32.356119,25.93968,4.98,,娄宿增九
10054,597,32.354029,81.295992,6.05,,
10064,622,32.387104,34.987046,3,,天大将军九
10069,630,32.394788,-24.346054,6.48,,
10099,,32.464145,3.769309,6.79,,
10138,637,32.629228,-50.819544,6.12,,
10141,,32.606872,59.97945,6.66,,
10155,631,32.657255,19.500164,5.68,,娄宿增十四
10176,628,32.720052,39.039387,6.09,,天大将军增十
10194,,32.766873,-15.071096,6.74,,
10212,635,32.836916,8.569075,5.64,,天囷增六
10215,638,32.842432,-10.053256,6,,刍藁增一
10220,634,32.854528,31.526333,6.24,,
10232,,32.884448,-18.976871,6.65,,
10254,,32.976119,-47.170635,6.82,,
10273,,33.065782,2.745629,6.49,,
10280,642,33.092355,30.302677,4.94,,天大将军增六
10296,644,33.156703,24.167738,5.96,,
10305,650,33.200484,-2.394104,5.65,,天囷十三
10306,646,33.201471,21.211019,5.23,,娄宿增十二
10309,,33.207161,79.691697,6.46,,
10320,652,33.227074,-30.723779,5.27,,
10324,649,33.249812,8.846625,4.36,,天囷五
10326,651,33.254497,-20.999878,5.86,,
10328,648,33.264428,15.279726,5.72,,娄宿增十五
10340,643,33.305334,44.231554,4.84,,天大将军增十二
10356,,33.374336,5.012409,6.51,,
10361,,33.389643,53.058579,6.5,,
10366,645,33.404959,51.064728,5.31,,大陵增六
10396,,33.473152,-9.064499,6.43,,
10422,,33.57931,-76.357417,6.57,,
10438,640,33.621111,66.52439,6.05,,传舍五
10440,659,33.632931,-41.16693,5.91,,
10479,,33.782191,55.0883,6.81,,
10482,,33.790083,0.720086,6.76,,
10540,656,33.943127,25.782513,5.79,,娄宿增十
10602,674,34.128372,-51.512303,3.56,,天园三
10623,,34.193214,83.561142,6.45,,
10642,666,34.246616,-6.4228,5.51,,刍藁三
10670,664,34.328958,33.846859,4.03,,天大将军十
10673,,34.334125,-35.982659,6.7,,
10718,661,34.500262,57.899855,5.75,,大陵增二
10721,,34.502998,42.901251,6.89,,
10723,672,34.508339,1.760173,5.6,,
10732,669,34.531292,19.90117,5.58,,娄宿增十三
10776,,34.673227,8.180693,6.84,,
10784,,34.718739,12.992517,6.88,,
10793,675,34.737522,28.642673,5.29,,胃宿增一
10795,676,34.74132,23.167761,6.45,,
10798,683,34.742218,-25.942848,6.33,,
10800,,34.748973,85.73595,6.98,,
10810,,34.786177,19.686905,6.82,,
10819,670,34.819416,47.379933,5.31,,天大将军增十三
10826,681,34.836704,-2.979173,6.47,Mira,刍藁增二
10830,673,34.84353,48.955927,6.44,,天大将军增十四
10832,686,34.853236,-41.84819,6.36,,
10848,677,34.905552,39.834852,6.63,,
10854,684,34.920107,-4.345552,6.5,,
10856,,34.935181,60.029481,6.94,,
10871,688,34.976395,-55.944676,5.81,,
10884,680,35.018732,30.187858,6.51,,
10893,668,35.053183,64.336987,6.59,,
10963,,35.307328,-19.915368,6.53,,
10985,,35.398436,44.599916,7,,
11001,705,35.436384,-68.659404,4.08,,蛇腹三
11021,689,35.485862,0.395632,5.29,,天囷增五
11029,692,35.50738,-10.778056,5.43,,刍藁五
11033,693,35.520822,-17.662541,5.89,,
11035,,35.527492,22.873593,6.57,,
11043,698,35.549495,-43.199533,6.3,,
11046,691,35.551541,-0.885146,5.42,,天囷十一
11060,685,35.589315,55.845645,5.16,,大陵一
11072,695,35.63699,-23.816354,5.19,,
11075,,35.638612,16.870229,6.78,,
11090,687,35.70897,41.395673,5.81,,
11095,715,35.716087,-73.645716,5.99,,
11121,700,35.777436,-37.576357,6.47,,
11131,,35.810006,-29.869944,6.96,,
11138,,35.834536,52.08301,6.64,,
11139,,35.842398,-6.192953,7,,
11143,,35.847281,-26.99571,6.8,,
11153,,35.869872,35.441008,6.75,,
11212,703,36.084053,-25.847357,6.45,,
11231,706,36.143114,-40.83976,6.17,,
11249,702,36.204528,10.610478,5.48,,天囷增七
11258,714,36.22371,-60.312783,5.36,,
11260,,36.234498,-3.893226,6.89,,
11261,704,36.243299,-2.780073,6.34,,刍藁四
11293,722,36.359894,-66.494016,6.39,,
11313,699,36.406165,50.278539,4.73,,大陵增九
11318,,36.417332,61.549614,7,,
11345,708,36.487444,-12.290552,4.88,,刍藁一
11348,710,36.501163,-15.341592,5.88,,
11360,,36.568239,6.292232,6.79,,
11381,713,36.647325,-20.041969,5.89,,
11407,721,36.746534,-47.703875,4.24,,天园四
11415,711,36.779951,27.011914,6.14,,
11432,712,36.865536,31.801101,5.55,,
11477,724,37.007239,-33.811004,5.13,,
11479,734,37.018775,-64.299729,6.35,,
11484,718,37.04003,8.459961,4.3,,天囷六
11486,717,37.041475,29.668784,5.29,,胃宿增二
11488,,37.045525,-50.302554,6.96,,
11524,727,37.147357,-31.102557,6.11,,
11569,707,37.265977,67.402711,4.46,,阁道一
11573,,37.28143,37.329617,6.78,,
11578,723,37.307603,23.468892,6.2,,
11603,725,37.397307,9.565642,6.09,,
11611,,37.442684,46.031322,6.71,,
11623,,37.482415,39.136963,6.78,,
11644,733,37.557759,-25.186244,6.5,,
11648,,37.565282,-57.809273,6.76,,
11651,726,37.569739,33.833352,6.26,,
11670,728,37.635244,25.234571,5.88,,
11671,735,37.636688,-22.545519,6.17,,
11678,729,37.660625,19.85507,6.14,,左更增一
11682,,37.670402,40.167338,6.82,,
11687,732,37.688014,0.255416,6,,
11698,731,37.726881,17.703328,6.21,,
11733,,37.862255,58.024745,6.61,,
11738,737,37.875544,2.267115,5.27,,
11757,776,37.92357,-79.10973,5.27,,
11767,424,37.946147,89.264138,1.97,Polaris,勾陈一
11783,740,38.021249,-15.245616,4.74,,天苑增九
11784,736,38.026088,36.147376,5.15,,天大将军增八
11791,739,38.039086,-1.035103,5.36,,天囷十
11794,,38.047917,-32.606353,6.59,,
11796,,38.051401,55.457827,6.76,,
11802,742,38.06196,-36.427229,6.28,,
11843,741,38.225482,15.03479,6,,
11886,,38.321343,-75.893305,6.86,,
11889,,38.328539,52.308891,6.66,,
11900,762,38.390253,-62.586574,6.79,,
11904,,38.40278,18.880093,6.82,,
11907,745,38.417345,-20.002431,6.19,,
11909,,38.435237,-72.349209,6.84,,
11918,749,38.461174,-28.232353,4.96,,
11919,,38.466003,-60.982606,6.73,,
11925,755,38.477451,-51.093677,6.24,,
11927,,38.480777,-12.337372,6.89,,
11930,,38.49481,71.293836,6.55,,
11932,,38.49441,59.212003,6.98,,
11978,,38.629894,76.717825,6.75,,
11997,,38.66775,50.065737,6.98,,
12057,746,38.866386,39.664165,6.36,,
12086,750,38.945199,34.687232,5.38,,
12093,754,38.968449,5.593101,4.87,,天囷七
12102,,38.986098,-17.63277,6.93,,
12107,759,38.999984,-7.831976,5.53,,刍藁增五
12146,,39.141232,-14.656911,6.91,,
12148,766,39.145764,7.729891,5.81,,
12151,,39.150914,42.400387,6.8,,
12153,763,39.15981,12.447093,5.64,,天囷增八
12160,757,39.179116,31.60767,6.07,,
12186,772,39.244057,-34.579636,5.78,,
12189,765,39.253145,24.647132,6.48,,
12200,761,39.278007,32.891288,6.23,,
12225,778,39.352719,-52.543078,5.3,,
12238,,39.393355,20.574876,6.92,,
12239,747,39.40095,65.745277,5.8,,
12247,771,39.424419,-3.396456,5.65,,刍藁增四
12250,,39.435105,-22.991633,6.77,,
12273,743,39.507839,72.818347,5.17,,杠增一
12287,768,39.573979,37.726434,6.19,,
12288,777,39.578487,-30.194535,5.84,,
12300,780,39.604405,-37.990943,6.48,,
12313,,39.639143,-20.45657,6.71,,
12318,775,39.653572,3.443255,6.21,,
12332,773,39.704095,21.961312,5.45,,左更一
12338,,39.721798,-70.679822,6.7,,
12346,,39.743665,62.591355,6.66,,
12354,,39.764736,10.636592,6.68,,
12387,779,39.870744,0.328494,4.08,,天囷九
12389,798,39.882516,-64.281588,6.55,,
12390,781,39.892099,-11.873666,4.83,,刍藁六
12413,789,39.950774,-42.891768,4.74,,天园五
12444,784,40.05086,-9.453378,5.79,,
12447,783,40.065719,6.111919,6.26,,
12484,802,40.165416,-54.54988,5.21,,
12485,,40.168216,-69.233079,6.58,,
12486,794,40.167936,-39.855551,4.11,,天园增一
12489,782,40.171611,27.060769,5.3,,胃宿增五
12530,790,40.309727,-0.696454,5.72,,天囷增廿
12600,,40.503889,30.935498,6.81,,
12611,807,40.535274,-46.525042,6.09,,
12623,788,40.562011,40.192778,4.91,,大陵八
12628,,40.577061,34.294875,6.94,,
12640,793,40.591603,20.01117,5.74,,左更二
12653,810,40.642819,-50.798893,5.4,,
12675,,40.710294,-28.151378,6.79,,
12686,787,40.748629,53.525904,5.85,,
12692,785,40.762214,55.105884,5.76,,
12706,804,40.824225,3.234891,3.47,Kaffaljidhma,天囷八
12717,823,40.862471,-66.714767,6.23,,
12720,,40.870592,-2.531341,6.48,,
12732,,40.915336,-33.045456,6.85,,
12744,803,40.963479,25.63837,6.35,,
12754,,40.981668,-7.912902,6.54,,
12768,800,41.021519,44.297001,5.43,,大陵增十四
12770,811,41.030575,-13.85875,4.24,,天苑七
12777,799,41.053211,49.227875,4.1,,大陵增十三
12780,,41.062059,-25.495061,6.96,,
12784,808,41.079882,17.7637,6.4,,
12803,809,41.13742,15.311761,5.78,,左更三
12804,,41.138694,46.840785,6.9,,
12821,791,41.207368,67.82442,5.95,,
12828,813,41.237445,10.113952,4.27,,天囷四
12832,812,41.240733,12.445219,5.17,,
12843,818,41.278002,-18.572331,4.47,,天苑八
12862,816,41.337555,4.711363,6.04,,
12876,837,41.387094,-67.616339,4.83,,蛇腹一
12982,819,41.743425,35.983496,6.27,,
13004,,41.790297,60.570773,6.51,,
13008,827,41.79624,-22.486002,6.47,,
13055,774,41.949591,81.447977,5.8,,五帝内座三
13061,824,41.978339,29.246313,4.52,Lilii Borea,胃宿二
13064,832,41.982997,-12.460958,6.63,,
13085,,42.055186,-3.619365,6.85,,
13106,,42.128863,-33.78328,6.8,,
13112,,42.159165,-37.400647,6.66,,
13119,,42.184976,-73.841325,6.94,,
13121,830,42.191649,25.188039,5.89,,
13133,815,42.231347,69.63453,6.26,,
13139,,42.246137,-45.090057,6.78,,
13141,852,42.25752,-62.806335,5.25,,
13147,841,42.273239,-32.404883,4.45,,
13165,836,42.323192,17.464215,5.26,,左更五
13178,825,42.378059,57.084307,6.25,,
13183,,42.40802,0.920807,6.82,,
13197,844,42.461992,-24.56113,6.14,,
13202,845,42.476093,-27.941839,5.39,,
13209,838,42.49644,27.259761,3.61,Bharani,胃宿三
13210,,42.50172,30.525891,6.72,,
13241,,42.608711,31.97259,6.58,,
13244,872,42.617741,-75.067119,4.76,,附白二
13254,840,42.647674,38.317949,4.22,,大陵七
13257,,42.646984,36.947502,6.44,,
13265,851,42.668393,-35.676195,5.48,,
13268,834,42.674397,55.89541,3.77,Miram,天船一
13269,,42.678775,19.160007,6.63,,
13271,853,42.699549,-39.932288,6.36,,
13288,850,42.759406,-21.004126,4.76,Angetenar,天苑九
13327,847,42.873487,15.081922,5.52,,左更四
13328,843,42.878562,35.059337,4.56,,大陵增十六
13339,842,42.923631,46.841775,5.86,,
13347,839,42.940778,58.314277,6.46,,
13360,,42.970373,44.894123,6.56,,
13363,858,42.985273,-30.813849,6.38,,
13367,829,42.994835,68.888448,5.94,,
13393,,43.093654,42.020925,6.84,,
13402,857,43.136476,-12.770925,6.05,,
13414,,43.181914,-41.392131,6.67,,
13429,,43.22756,-65.455383,6.47,,
13448,856,43.299161,16.483056,6.3,,左更增八
13462,849,43.337834,48.569875,6.23,,
13473,863,43.3938,-38.436784,5.93,,
13479,862,43.397769,-22.376794,5.93,,
13495,,43.442971,9.335664,6.54,,
13518,871,43.526934,-50.871355,6.22,,
13520,,43.529311,-10.442305,6.95,,
13531,854,43.564398,52.76245,3.93,,大陵二
13536,,43.583471,-55.878819,6.61,,
13567,,43.696569,-0.048032,6.53,,
13569,,43.706592,-33.524758,6.9,,
13571,,43.707904,20.373034,6.96,,
13593,,43.784234,3.486811,6.91,,
13609,,43.841748,27.722273,6.84,,
13621,,43.868376,73.371046,6.58,,
13629,,43.881582,2.018206,6.6,,
13665,860,43.989113,61.521338,5.59,,传舍六
13684,,44.066782,29.163931,6.55,,
13700,861,44.102654,64.332438,6.17,,
13701,874,44.107377,-8.89955,3.89,Azha,天苑六
13702,869,44.110868,18.021721,5.58,,左更增四
13717,875,44.155704,-3.712597,5.16,,
13727,,44.201774,-35.377778,6.58,,
13732,864,44.21109,51.261106,6.22,,
13756,877,44.269198,4.501186,6.15,,
13768,884,44.303636,-29.855324,6.29,,
13775,873,44.322033,31.93402,5.1,,胃宿增三
13782,883,44.349733,-23.862393,5.44,,天苑增六
13843,,44.552357,-12.005892,6.51,,
13847,897,44.564864,-40.304509,2.88,Acamar,天园六
13879,879,44.690508,39.662468,4.68,,积尸[胃宿]
13884,909,44.699487,-64.071252,4.98,,
13887,,44.706054,43.364246,6.65,,
13897,,44.735154,77.079901,6.88,,
13904,,44.755706,-34.189133,6.69,,
13905,882,44.764957,35.183165,4.94,,
13914,887,44.802933,21.340386,4.63,,左更增七
13939,,44.893905,-53.908474,6.85,,
13942,901,44.902046,-25.273592,5.69,,
13947,903,44.909658,-32.507134,6.32,,
13949,886,44.916287,41.032645,5.89,,
13951,899,44.921471,-2.465085,5.56,,天囷增十九
13954,896,44.928817,8.907269,4.71,,天囷三
13962,,44.953013,57.663223,6.86,,
13965,885,44.957582,47.220837,5.47,,
13997,894,45.049705,38.131563,6.11,,
14036,902,45.184451,10.870168,5.93,,
14060,907,45.292398,-7.663472,5.75,,天苑增十
14086,914,45.408873,-28.094371,5.88,,
14109,905,45.475492,26.462385,5.91,,
14110,912,45.484111,-9.961442,5.84,,
14124,913,45.539166,-6.495462,6.2,,
14131,939,45.564926,-71.902358,5.51,,
14135,911,45.56981,4.089231,2.54,Menkar,天囷一
14146,919,45.596898,-23.624829,4.08,,天苑十
14187,929,45.732993,-46.975022,5.81,,
14228,,45.867282,6.226342,6.72,,
14232,916,45.87614,28.269774,6.38,,
14240,934,45.902491,-59.73818,5.12,,
14262,,45.980246,-43.897892,6.69,,
14315,926,46.15878,1.8636,6.05,,
14318,924,46.169275,15.855436,6.37,,
14328,915,46.199133,53.506414,2.91,,天船二
14345,,46.248877,-74.319439,6.81,,
14354,921,46.295196,38.839594,3.32,,大陵六
14355,,46.297464,-8.274105,6.3,,
14376,927,46.361237,25.255109,5.45,,胃宿增四
14382,918,46.38489,56.706167,4.77,,
14387,,46.397919,36.798549,6.99,,
14402,,46.443275,43.702453,6.9,,
14417,881,46.53147,79.418598,5.49,,五帝内座一
14439,931,46.598668,13.18685,5.64,,
14455,,46.639202,-10.252056,6.69,,
14456,935,46.639598,-6.088587,5.23,,
14494,,46.803294,-1.802848,6.95,,
14502,922,46.828962,64.057571,5.89,,
14514,938,46.856812,17.880054,6.13,,
14521,981,46.886571,-78.988775,5.67,,
14547,959,46.95323,-69.264825,6.12,,
14551,943,46.962342,-27.831283,6.18,,
14566,930,47.0163,52.213374,6.33,,
14576,936,47.042235,40.955638,2.09,Algol,大陵五
14607,942,47.161609,8.471538,6.28,,
14626,,47.225724,62.384591,6.47,,
14632,937,47.279194,49.612694,4.05,,大陵三
14649,,47.334235,20.761048,6.41,,天阴增五
14666,,47.367092,37.30122,6.95,,
14668,941,47.375606,44.856636,3.79,Misam,大陵四
14677,944,47.403255,29.076996,5.74,,
14749,960,47.613706,-48.734315,6.11,,
14757,953,47.647878,-23.738348,6.37,,
14764,948,47.661842,11.872454,5.97,,
14778,,47.705009,10.005962,6.95,,
14786,,47.730974,2.315671,6.78,,
14797,,47.772194,-13.264232,6.36,,
14814,957,47.819534,-16.025038,6.25,,
14817,947,47.822205,39.611614,4.61,,大陵增十八
14819,955,47.828208,-3.811702,6.08,,
14821,952,47.841227,13.047954,6.11,,
14838,951,47.908405,19.726625,4.35,Botein,天阴四
14862,932,47.984801,74.393109,4.85,,杠二
14879,963,48.021578,-28.983706,3.8,Dalim,天苑增三
14893,954,48.059444,27.256852,5.78,,
14913,968,48.108017,-44.419678,5.92,,
14914,949,48.11078,47.725332,6.32,,
14915,958,48.109803,6.660875,5.55,,
14925,,48.129953,-32.396492,6.97,,
14930,977,48.138388,-57.321461,5.71,,
14954,962,48.19472,-1.196543,5.07,,天囷增十七
14970,,48.251274,-20.02655,6.74,,
14972,970,48.256198,-35.943638,6.29,,
15039,,48.458683,-38.809664,6.88,,
15072,,48.57189,22.953715,6.76,,
15092,,48.667328,-35.557555,6.88,,
15108,,48.721525,-59.513501,6.75,,
15110,972,48.725197,21.043948,4.87,,天阴二
15118,966,48.736238,42.503683,6.07,,
15125,980,48.751049,-26.100598,6.25,,
15131,,48.775412,-45.66392,6.75,,
15140,,48.795568,-64.444249,6.62,,
15154,971,48.83503,30.556726,5.61,,
15192,964,48.949855,57.140608,5.79,,
15197,984,48.95841,-8.819439,4.8,Zibal,天苑五
15201,1025,48.993565,-77.388058,5.51,,
15203,983,49.003626,-5.918729,6.17,,
15209,973,49.018867,45.345916,6.15,,
15218,990,49.047295,-30.827403,6.64,,
15219,969,49.050833,50.937543,5.04,,
15241,978,49.146592,32.183486,5.98,,
15279,,49.287827,6.799684,6.96,,
15282,979,49.297853,40.482781,6.44,,
15305,998,49.360753,-47.751471,5.84,,
15334,986,49.440826,39.283266,5.97,,
15353,1014,49.497076,-66.92677,6.03,,
15357,993,49.511946,-28.797177,5.93,,
15371,1010,49.571836,-62.502228,5.24,,
15383,992,49.595049,-0.930675,5.62,,天囷增十六
15411,997,49.672298,-18.560197,5.72,,
15416,991,49.682615,34.222598,4.85,,
15457,996,49.84212,3.370795,4.84,,天囷增十一
15474,1003,49.879529,-21.757658,3.7,,天苑十一
15510,1008,50.008449,-43.065142,4.26,82 G. Eri,天园增三
15520,985,49.997145,65.652202,4.74,,紫微右垣七
15534,,50.029261,69.731266,6.6,,
15547,961,50.084278,77.734315,5.44,,五帝内座四
15549,999,50.084777,29.048354,4.47,,
15557,1000,50.106637,25.662143,6.14,,
15634,,50.329427,61.999102,6.76,,
15643,1016,50.349873,-23.635257,5.5,,
15648,1002,50.360129,43.329648,4.96,,大陵增十九
15655,1021,50.389372,-47.776743,6.4,,
15660,,50.424985,-20.324746,6.69,,
15696,1012,50.549588,27.60749,5.55,,天阿
15700,1018,50.567893,-25.587798,6.36,,
15737,1015,50.688169,20.741973,5.1,,天阴三
15775,,50.822109,-17.439281,6.7,,
15776,1024,50.823765,-7.795501,6.2,,
15795,,50.886702,58.721903,6.58,,
15799,,50.897262,-40.076118,6.9,,
15800,,50.901237,0.909498,6.47,,
15807,1023,50.912414,4.882089,6.37,,
15816,1031,50.936067,-32.707078,6.51,,
15819,,50.947447,48.604255,7,,
15850,1028,51.042376,12.629454,6.03,,
15861,1022,51.07709,24.723734,5.5,,天阴增二
15863,1017,51.080949,49.861013,1.79,Mirfak,天船三
15869,,51.102611,-13.992933,6.87,,
15882,,51.143835,22.040201,6.91,,
15884,,51.150771,-51.062532,6.5,,
15890,1009,51.168939,64.585996,5.13,,
15900,1030,51.202827,9.028357,3.61,,天廪四
15925,1026,51.289041,41.257341,6.52,,
15946,,51.334664,-4.655214,6.99,,
15968,1064,51.401046,-69.336023,5.96,,
15979,1020,51.45008,53.921256,6.51,,
16029,1045,51.593907,-27.317138,5.93,,
16042,,51.647756,28.714423,6.47,,
16077,1036,51.763654,18.75657,6.54,,
16112,1054,51.889856,-35.681284,5.71,,
16128,,51.9328,-43.855706,6.73,,
16142,1050,52.003937,-11.286896,5.74,,
16143,,52.005846,20.46423,6.72,,
16163,,52.071921,-57.882329,6.69,,
